soil_type,N,P,K,ph,organic_carbon,ec,health_score,health_class
Laterite,87.2,94.8,198.9,5.28,2.38,0.59,70.1,Moderate
Black,147.7,23.4,82.5,5.38,1.6,3.95,66.5,Moderate
Black,85.0,137.6,143.4,4.13,2.24,0.27,64.1,Moderate
Desert,45.4,91.3,14.0,7.05,2.82,0.96,64.3,Moderate
Black,116.8,39.2,177.9,5.93,2.46,2.83,73.2,Moderate
Alluvial,14.0,0.8,162.6,6.59,1.33,3.37,47.0,Poor
Desert,95.0,115.9,174.5,6.02,2.96,3.78,56.9,Moderate
Desert,35.6,116.2,45.0,8.61,0.29,3.39,48.1,Poor
Alluvial,145.6,86.2,156.6,4.15,2.91,1.79,39.3,Poor
Red,59.2,119.4,76.6,3.53,1.8,2.12,70.5,Moderate
Black,73.4,73.4,41.3,4.9,1.99,2.76,86.6,Healthy
Laterite,26.4,116.7,67.1,8.69,2.5,0.37,57.2,Moderate
Red,147.8,37.1,151.1,3.97,0.79,1.69,57.0,Moderate
Black,134.5,86.7,111.6,6.72,0.93,2.33,77.0,Healthy
Desert,108.0,138.5,192.9,6.54,1.01,0.8,70.4,Moderate
Alluvial,17.8,6.8,88.6,8.31,1.74,1.54,57.6,Moderate
Red,14.2,40.4,4.1,8.57,1.52,3.51,40.5,Poor
Black,111.0,91.0,202.6,4.28,0.29,1.57,49.5,Poor
Mountain,83.3,28.3,181.2,7.05,1.22,1.59,84.6,Healthy
Mountain,59.0,58.1,3.1,4.1,2.38,2.39,60.1,Moderate
Red,141.6,45.6,132.8,5.87,0.23,3.66,57.2,Moderate
Alluvial,128.1,123.5,173.2,7.98,1.4,2.05,55.7,Moderate
Mountain,41.4,57.7,119.4,4.91,0.49,1.42,75.1,Healthy
Red,36.9,114.7,115.9,3.52,2.25,2.38,56.6,Moderate
Red,149.6,59.1,30.7,4.84,1.97,1.06,65.4,Moderate
Alluvial,14.2,134.9,2.8,6.52,2.26,2.42,44.0,Poor
Red,76.1,26.7,40.5,3.75,0.63,0.89,82.4,Healthy
Alluvial,19.5,92.4,108.1,7.44,1.31,0.16,75.3,Healthy
Mountain,31.2,127.2,201.3,5.2,1.35,3.79,49.0,Poor
Laterite,56.6,66.7,116.4,7.54,0.5,2.82,82.9,Healthy
Red,110.3,9.1,51.4,5.08,2.36,0.57,70.7,Moderate
Desert,66.1,144.0,20.5,7.01,2.14,0.45,75.8,Healthy
Black,7.7,49.0,100.7,4.85,1.4,0.22,68.6,Moderate
Red,35.3,75.5,182.1,6.34,2.6,3.48,56.6,Moderate
Red,128.6,12.4,62.3,4.3,2.33,1.37,68.4,Moderate
Red,115.8,123.1,136.2,5.15,1.93,1.03,73.8,Moderate
Mountain,120.9,137.4,135.2,8.56,1.64,1.9,64.4,Moderate
Black,65.6,18.7,67.9,7.54,0.3,0.47,83.4,Healthy
Black,95.8,92.3,46.3,3.59,1.7,0.08,78.9,Healthy
Alluvial,125.7,16.6,31.0,7.48,1.88,0.18,85.2,Healthy
Red,99.1,84.7,29.2,6.69,0.11,0.6,77.6,Healthy
Red,149.9,22.1,139.0,4.91,2.6,0.05,57.9,Moderate
Red,145.1,78.6,96.8,7.77,1.04,3.59,58.9,Moderate
Laterite,92.5,121.8,200.4,7.38,2.81,2.17,49.7,Poor
Black,75.2,62.4,16.9,7.43,2.6,1.22,77.1,Healthy
Alluvial,62.4,20.3,148.0,8.53,0.83,1.24,73.1,Moderate
Desert,44.4,141.4,75.2,6.62,1.38,2.03,74.0,Moderate
Mountain,71.0,113.5,17.5,8.23,1.42,2.41,64.3,Moderate
Red,122.5,65.6,74.8,7.37,2.59,2.12,85.4,Healthy
Alluvial,49.0,26.4,124.7,6.39,1.12,0.36,95.2,Healthy
Mountain,87.8,13.5,193.1,5.37,1.6,2.51,72.6,Moderate
Mountain,78.6,3.1,5.3,7.51,0.18,2.44,48.9,Poor
Black,67.2,37.4,31.5,4.89,0.21,0.3,76.1,Healthy
Red,147.6,139.2,191.1,7.59,0.73,3.79,42.5,Poor
Alluvial,128.3,119.3,123.2,4.62,0.32,3.3,52.2,Moderate
Mountain,66.6,34.5,110.2,7.24,2.91,2.77,80.3,Healthy
Laterite,97.6,94.0,61.5,5.07,0.83,2.18,83.7,Healthy
Black,133.7,110.0,50.3,7.12,1.85,3.92,68.5,Moderate
Black,111.8,141.4,145.0,8.37,1.64,0.37,68.9,Moderate
Mountain,100.6,63.8,75.9,7.24,1.7,2.51,94.7,Healthy
Alluvial,5.2,47.9,174.2,4.58,0.47,0.76,54.2,Moderate
Alluvial,115.7,55.2,95.4,5.9,0.41,3.73,78.3,Healthy
Red,28.8,56.1,132.0,5.75,2.23,0.97,76.5,Healthy
Laterite,2.7,65.0,106.0,6.43,1.19,2.63,68.2,Moderate
Red,144.6,89.1,51.0,4.58,0.63,2.52,57.7,Moderate
Desert,96.2,118.6,162.4,8.97,2.48,0.68,57.2,Moderate
Black,149.2,34.9,10.2,7.73,1.07,2.88,52.8,Moderate
Red,86.3,80.4,1.9,5.14,1.75,3.73,55.3,Moderate
Black,132.1,131.3,128.9,5.75,2.75,2.71,58.5,Moderate
Black,4.6,35.5,45.8,8.1,2.7,2.19,55.7,Moderate
Mountain,70.7,139.4,89.6,5.01,0.59,1.04,79.2,Healthy
Mountain,50.4,3.1,77.2,8.28,2.31,1.34,66.4,Moderate
Laterite,30.2,10.5,0.8,7.16,2.7,2.05,42.6,Poor
Red,64.2,43.3,83.7,4.51,1.08,0.36,88.8,Healthy
Red,112.4,95.6,63.3,3.81,2.92,2.08,57.6,Moderate
Red,101.5,30.7,49.5,5.39,1.09,3.75,86.6,Healthy
Laterite,53.2,56.4,128.2,4.45,0.98,3.05,77.5,Healthy
Mountain,51.3,102.8,45.1,5.93,1.45,3.49,73.2,Moderate
Black,0.8,125.1,39.4,7.04,1.07,0.07,62.6,Moderate
Mountain,82.4,54.6,208.4,8.14,2.45,0.69,70.1,Moderate
Laterite,27.3,16.8,157.9,8.48,0.32,0.82,56.7,Moderate
Laterite,57.3,115.2,209.7,5.65,0.29,2.9,50.8,Moderate
Desert,36.5,33.6,184.0,8.58,1.17,3.28,58.7,Moderate
Alluvial,112.8,12.1,79.8,4.58,1.9,2.74,74.9,Moderate
Mountain,23.9,72.2,33.2,6.33,0.36,1.0,74.1,Moderate
Red,76.7,6.9,103.4,4.14,0.86,3.8,58.2,Moderate
Mountain,66.0,148.0,108.3,8.85,0.39,3.05,46.5,Poor
Mountain,7.8,0.7,78.1,4.13,0.68,0.05,52.9,Moderate
Red,98.1,23.5,157.2,4.35,0.35,0.48,71.4,Moderate
Mountain,9.0,60.9,53.4,8.62,2.27,1.5,64.1,Moderate
Red,135.9,112.1,38.7,5.18,1.47,3.11,64.7,Moderate
Mountain,20.9,42.4,58.2,8.55,2.34,2.2,65.8,Moderate
Red,31.1,78.6,148.5,4.81,2.4,1.52,64.9,Moderate
Desert,69.2,76.4,43.5,8.41,1.37,1.78,83.5,Healthy
Alluvial,91.1,93.7,12.5,7.95,0.22,3.18,56.5,Moderate
Laterite,100.3,121.8,25.3,3.67,2.75,3.17,50.5,Moderate
Mountain,71.8,72.9,35.5,6.29,1.8,1.08,93.5,Healthy
Laterite,147.7,47.6,13.8,7.13,0.77,3.63,57.5,Moderate
Black,8.5,40.2,124.9,7.14,2.09,0.19,74.6,Moderate
Desert,81.5,81.0,101.5,6.18,1.36,3.37,88.8,Healthy
Alluvial,119.5,99.1,2.6,7.04,2.59,2.63,55.0,Moderate
Red,2.4,85.8,41.4,8.83,2.06,3.29,49.7,Poor
Laterite,4.6,28.8,57.5,4.18,0.81,2.23,62.8,Moderate
Laterite,54.8,49.1,47.3,8.74,0.4,2.99,58.7,Moderate
Laterite,83.0,78.2,37.0,8.25,2.34,3.44,73.5,Moderate
Laterite,104.7,115.2,118.2,6.5,1.77,0.52,87.1,Healthy
Desert,55.5,82.0,6.9,8.62,2.94,3.39,45.4,Poor
Laterite,137.4,28.1,169.7,7.47,2.39,1.09,74.6,Moderate
Laterite,28.2,125.8,88.9,6.88,1.76,1.18,76.1,Healthy
Laterite,20.9,100.8,209.5,7.79,0.79,2.18,52.1,Moderate
Laterite,74.7,42.0,14.2,6.01,2.28,0.13,85.2,Healthy
Laterite,64.4,122.6,188.8,5.96,2.51,0.61,61.5,Moderate
Laterite,33.5,139.0,103.4,5.58,1.19,0.42,72.8,Moderate
Mountain,20.5,43.9,37.2,7.23,1.94,0.26,87.2,Healthy
Red,143.2,90.5,63.1,6.62,0.69,0.75,72.9,Moderate
Alluvial,135.6,63.4,26.5,4.76,0.46,2.04,59.8,Moderate
Mountain,70.3,7.3,37.1,5.19,1.67,3.49,70.5,Moderate
Laterite,74.4,20.6,184.4,7.99,2.01,2.25,75.2,Healthy
Laterite,27.5,81.9,205.4,8.25,0.4,0.72,47.8,Poor
Laterite,94.8,62.8,179.1,7.33,1.9,1.15,82.2,Healthy
Red,108.4,148.7,157.1,7.19,1.33,3.57,67.5,Moderate
Alluvial,72.4,138.4,106.4,7.91,0.34,1.79,71.3,Moderate
Mountain,35.5,53.8,193.1,5.71,1.14,3.07,66.6,Moderate
Alluvial,57.7,28.7,171.5,7.78,0.81,3.11,78.4,Healthy
Alluvial,35.3,7.9,131.7,5.68,0.77,1.33,72.4,Moderate
Laterite,0.7,49.2,28.4,6.16,1.73,1.39,75.7,Healthy
Black,40.7,118.7,29.8,4.71,2.6,1.88,49.9,Poor
Laterite,139.2,103.6,167.5,6.3,1.97,3.27,57.2,Moderate
Alluvial,52.0,55.9,83.8,6.38,1.18,1.68,94.0,Healthy
Mountain,54.9,149.4,128.7,8.16,2.36,0.1,64.5,Moderate
Alluvial,59.7,82.3,168.0,5.07,1.71,3.62,72.4,Moderate
Laterite,54.5,37.2,45.3,7.43,0.65,2.66,87.8,Healthy
Black,54.4,18.1,101.6,7.68,1.13,0.02,86.8,Healthy
Red,44.4,6.7,182.8,7.37,0.92,3.59,56.5,Moderate
Red,127.3,118.7,183.3,6.69,0.75,1.48,68.6,Moderate
Mountain,85.0,143.6,77.2,4.45,1.68,3.36,62.8,Moderate
Laterite,134.2,54.1,170.3,3.55,0.5,2.48,55.0,Moderate
Alluvial,102.6,89.2,191.7,7.94,0.66,2.11,70.6,Moderate
Red,65.8,39.5,70.5,5.78,1.66,3.79,90.9,Healthy
Laterite,26.0,90.0,122.7,3.82,1.17,1.05,63.1,Moderate
Laterite,56.9,73.6,59.9,4.96,0.46,3.03,72.7,Moderate
Alluvial,90.3,55.2,175.7,7.27,2.51,2.66,64.3,Moderate
Mountain,41.6,123.5,60.1,6.02,2.27,2.53,69.6,Moderate
Black,107.8,59.9,195.9,8.07,0.68,0.15,73.8,Moderate
Alluvial,17.4,85.9,48.3,5.5,1.22,3.87,66.6,Moderate
Mountain,139.9,20.6,47.5,7.75,1.82,1.35,72.6,Moderate
Laterite,6.2,51.2,199.2,7.69,1.38,0.37,62.3,Moderate
Desert,122.7,87.3,115.9,4.58,0.69,3.17,75.9,Healthy
Laterite,33.2,97.7,139.7,6.8,0.87,1.36,75.0,Healthy
Mountain,91.8,138.9,6.3,8.79,0.31,1.64,38.9,Poor
Alluvial,14.8,48.2,126.9,9.0,0.84,1.7,62.1,Moderate
Alluvial,38.5,105.0,37.7,4.39,1.27,0.11,70.1,Moderate
Mountain,108.2,119.8,60.6,4.35,0.41,1.56,68.1,Moderate
Desert,125.3,1.3,157.6,3.96,1.32,0.46,58.7,Moderate
Desert,20.0,79.4,21.1,4.6,1.07,1.24,67.7,Moderate
Alluvial,54.1,25.6,202.9,4.79,0.97,0.46,80.8,Healthy
Desert,35.5,8.9,132.8,8.1,0.17,1.74,50.7,Moderate
Alluvial,41.4,137.0,156.9,6.41,2.06,0.41,68.4,Moderate
Black,77.9,124.7,88.5,7.69,2.98,2.18,66.8,Moderate
Alluvial,146.7,106.7,100.4,3.54,0.28,1.19,42.8,Poor
Desert,32.9,81.5,157.6,5.07,1.06,2.79,65.6,Moderate
Alluvial,42.6,0.1,186.3,8.77,0.84,0.26,45.8,Poor
Red,74.3,57.0,32.1,7.83,2.28,2.44,83.6,Healthy
Mountain,40.1,43.2,163.3,5.15,1.6,0.1,79.7,Healthy
Laterite,22.7,143.2,198.2,5.81,0.28,3.93,31.6,Poor
Desert,72.4,57.8,79.9,7.66,2.9,3.82,66.9,Moderate
Alluvial,121.0,15.6,192.4,8.06,1.03,0.55,71.7,Moderate
Black,10.2,70.8,157.6,8.07,0.36,1.35,58.1,Moderate
Desert,135.8,47.8,56.5,7.02,1.53,2.85,87.5,Healthy
Black,100.7,74.7,64.5,7.75,1.47,1.56,90.3,Healthy
Laterite,67.3,98.7,56.6,3.62,0.54,3.31,62.2,Moderate
Red,96.3,86.9,86.8,7.38,1.47,3.26,85.6,Healthy
Alluvial,98.0,81.0,131.3,6.54,1.9,0.2,97.3,Healthy
Mountain,138.8,40.9,149.6,5.14,0.77,0.98,75.4,Healthy
Red,144.6,120.4,158.1,4.12,1.07,1.75,42.5,Poor
Alluvial,137.8,26.6,149.4,4.68,0.5,2.08,64.7,Moderate
Mountain,115.4,81.5,88.7,6.93,1.25,1.99,89.4,Healthy
Mountain,41.0,87.4,200.1,5.28,0.47,0.16,59.0,Moderate
Laterite,64.8,54.3,176.8,5.11,2.73,0.14,69.6,Moderate
Black,68.0,58.6,31.2,7.24,1.65,1.0,94.5,Healthy
Laterite,1.3,37.9,30.5,8.77,0.53,2.07,57.8,Moderate
Desert,64.7,140.8,112.1,3.69,1.53,2.95,62.8,Moderate
Desert,83.9,101.5,45.5,7.01,1.12,3.36,83.5,Healthy
Alluvial,123.6,28.4,188.3,4.48,2.63,3.54,53.3,Moderate
Red,95.8,146.8,95.3,5.93,0.73,2.82,74.2,Moderate
Laterite,117.9,55.8,125.6,6.42,1.05,0.56,100.0,Healthy
Black,72.3,112.5,9.4,4.9,2.93,1.39,51.4,Moderate
Alluvial,98.0,51.1,196.4,5.24,2.2,0.55,77.2,Healthy
Black,127.9,39.5,140.2,6.79,1.52,2.74,87.1,Healthy
Red,134.4,1.6,56.3,4.22,1.84,0.51,63.1,Moderate
Red,84.5,94.8,96.2,4.33,2.1,3.49,69.5,Moderate
Black,2.3,57.3,39.7,4.16,1.11,1.93,54.8,Moderate
Red,145.5,42.9,16.0,3.9,2.23,0.17,55.2,Moderate
Desert,59.3,26.0,191.1,4.87,2.99,0.8,57.8,Moderate
Alluvial,88.3,143.8,35.3,7.29,0.98,1.28,81.3,Healthy
Alluvial,105.8,32.5,10.7,8.34,2.21,1.19,74.1,Moderate
Mountain,48.3,71.3,163.8,6.34,2.74,1.09,73.3,Moderate
Red,74.1,24.2,26.8,4.81,2.26,3.51,69.3,Moderate
Red,107.0,123.8,162.0,6.75,2.12,3.38,67.0,Moderate
Black,129.7,126.1,43.1,7.49,1.62,0.48,80.7,Healthy
Laterite,16.0,100.4,70.2,6.37,2.47,3.58,61.9,Moderate
Red,134.8,2.2,96.8,8.41,1.08,0.77,66.3,Moderate
Laterite,47.1,43.3,20.4,7.28,1.19,3.35,77.6,Healthy
Laterite,118.0,127.5,135.9,3.79,0.61,3.22,58.9,Moderate
Desert,64.9,129.7,0.7,7.88,0.57,3.67,45.9,Poor
Desert,94.3,55.2,33.8,8.72,2.48,3.15,66.4,Moderate
Red,145.7,17.8,155.8,6.96,2.75,1.41,57.8,Moderate
Alluvial,129.9,105.2,64.8,7.5,1.23,1.76,78.6,Healthy
Desert,53.4,111.3,149.9,7.5,0.44,3.65,70.7,Moderate
Black,37.5,61.3,157.2,5.6,1.74,0.64,81.9,Healthy
Red,116.6,121.8,85.6,8.84,1.01,2.82,62.4,Moderate
Desert,79.9,9.2,27.7,5.3,2.49,2.25,66.5,Moderate
Black,25.7,118.8,11.8,6.33,2.18,0.25,62.9,Moderate
Mountain,39.0,1.7,0.1,8.78,2.09,0.42,44.6,Poor
Mountain,123.3,146.9,8.9,8.83,1.64,0.84,49.3,Poor
Desert,59.1,91.4,158.6,3.63,0.78,3.61,59.4,Moderate
Mountain,8.1,118.6,71.7,8.31,1.65,2.51,50.3,Moderate
Black,75.1,44.5,168.3,7.49,2.04,0.79,92.2,Healthy
Desert,103.9,8.8,170.8,6.95,2.53,1.67,64.9,Moderate
Mountain,4.6,26.8,35.5,7.79,2.06,3.89,66.9,Moderate
Mountain,52.4,127.2,186.9,3.76,1.63,2.33,49.9,Poor
Mountain,19.1,4.2,81.1,8.02,1.22,3.53,47.4,Poor
Laterite,32.2,130.2,86.1,4.68,0.34,3.73,46.6,Poor
Desert,93.1,111.3,6.0,3.95,2.5,1.12,53.9,Moderate
Desert,100.3,94.6,134.1,7.2,1.13,0.47,87.4,Healthy
Black,134.0,67.2,98.2,5.08,0.39,1.4,69.7,Moderate
Desert,110.2,130.5,5.4,6.08,2.36,1.81,59.7,Moderate
Red,93.9,31.4,77.4,4.91,1.72,2.46,85.5,Healthy
Black,58.9,79.7,64.8,8.14,1.4,0.19,84.5,Healthy
Red,96.6,65.9,136.7,5.09,0.12,0.59,69.9,Moderate
Alluvial,132.9,135.4,141.1,8.05,0.7,0.98,64.1,Moderate
Mountain,117.0,108.6,166.1,8.31,1.31,3.48,60.7,Moderate
Mountain,127.3,82.6,147.2,8.67,1.07,3.88,65.7,Moderate
Alluvial,123.9,138.8,93.7,6.7,2.46,3.94,64.7,Moderate
Mountain,43.6,91.0,48.1,7.04,0.89,1.5,86.6,Healthy
Black,71.8,142.1,173.0,3.57,1.48,3.51,45.5,Poor
Mountain,72.0,102.9,144.4,8.16,2.42,0.1,76.1,Healthy
Red,131.4,29.9,116.5,4.07,1.87,1.89,80.0,Healthy
Red,86.2,7.9,129.5,8.52,0.24,1.8,52.4,Moderate
Red,65.4,26.0,105.6,7.45,0.96,1.29,100.0,Healthy
Laterite,131.6,116.6,28.8,8.96,2.15,2.99,57.1,Moderate
Mountain,67.5,24.4,112.9,6.31,0.88,0.1,100.0,Healthy
Desert,58.5,29.7,203.9,6.48,1.25,2.75,72.4,Moderate
Red,27.0,40.1,88.5,6.86,0.75,2.52,79.5,Healthy
Black,15.4,115.5,202.2,7.26,2.03,2.42,52.4,Moderate
Alluvial,149.8,74.0,204.5,4.56,2.91,2.79,21.4,Poor
Laterite,34.0,147.0,116.0,7.16,2.43,3.55,61.1,Moderate
Desert,44.2,57.6,164.4,3.67,2.79,1.9,51.5,Moderate
Desert,134.8,97.0,193.6,3.98,2.19,1.19,52.6,Moderate
Black,108.1,102.9,11.2,7.32,1.81,0.83,80.6,Healthy
Black,54.0,128.2,90.0,6.47,2.07,3.27,73.5,Moderate
Desert,29.7,29.3,35.7,6.0,0.21,2.77,65.3,Moderate
Mountain,139.6,4.9,44.8,7.93,1.2,3.51,55.2,Moderate
Laterite,139.6,78.9,143.5,3.53,2.34,0.01,54.0,Moderate
Desert,39.6,124.2,129.6,7.48,2.51,3.76,62.3,Moderate
Desert,41.0,54.4,178.2,5.47,0.65,2.56,69.9,Moderate
Desert,13.6,59.9,8.2,5.67,0.58,1.81,65.4,Moderate
Red,144.1,59.9,140.0,6.03,0.53,3.95,60.3,Moderate
Desert,125.4,79.5,4.0,5.79,0.46,0.97,73.2,Moderate
Black,38.5,68.2,118.2,8.28,1.06,3.05,76.1,Healthy
Black,28.2,64.4,171.8,5.47,0.18,3.85,52.5,Moderate
Mountain,50.5,53.3,75.5,8.44,2.22,1.06,81.1,Healthy
Desert,134.4,69.7,119.5,4.39,2.56,0.57,69.7,Moderate
Red,147.4,108.5,205.8,8.29,0.57,2.94,36.0,Poor
Red,81.2,136.6,93.6,5.89,2.44,3.85,69.6,Moderate
Desert,6.2,94.2,187.3,8.09,1.78,3.26,42.8,Poor
Mountain,99.6,32.3,121.4,4.36,1.32,2.39,82.5,Healthy
Desert,127.3,27.6,154.0,4.91,0.33,1.52,72.4,Moderate
Mountain,69.5,17.5,32.3,6.77,0.19,1.35,77.5,Healthy
Alluvial,83.3,130.5,11.1,4.66,1.12,1.64,59.9,Moderate
Mountain,138.2,130.7,184.4,7.77,0.46,1.44,51.6,Moderate
Red,86.6,34.8,140.3,7.97,0.61,0.08,82.4,Healthy
Alluvial,2.0,131.9,132.0,8.65,0.82,0.57,45.3,Poor
Mountain,61.9,122.0,183.4,5.54,0.84,1.64,69.1,Moderate
Alluvial,92.8,72.1,30.7,8.86,2.7,3.53,56.6,Moderate
Laterite,88.4,21.9,157.1,7.45,2.05,2.04,86.5,Healthy
Alluvial,125.5,22.0,167.7,7.93,2.0,0.75,78.2,Healthy
Red,35.3,118.4,144.6,8.71,0.36,1.13,44.7,Poor
Alluvial,65.0,125.6,139.9,9.0,2.4,1.38,54.6,Moderate
Mountain,32.5,126.6,22.9,4.88,0.3,4.0,44.4,Poor
Red,16.7,88.1,67.4,4.01,1.58,1.98,61.9,Moderate
Mountain,133.0,143.8,148.0,6.08,2.67,1.92,53.5,Moderate
Desert,137.8,148.9,184.6,6.52,1.71,0.26,56.5,Moderate
Laterite,25.9,56.2,4.6,5.78,2.91,2.42,50.3,Moderate
Red,21.5,80.5,88.1,8.32,2.31,0.92,68.5,Moderate
Red,15.9,126.5,145.1,4.22,2.53,0.26,41.8,Poor
Alluvial,109.9,50.0,44.3,8.7,0.48,2.97,75.4,Healthy
Black,109.6,7.5,103.9,4.97,2.33,2.71,69.2,Moderate
Red,54.9,106.4,207.5,8.98,0.82,1.08,56.2,Moderate
Desert,78.2,11.3,164.0,8.83,2.72,0.75,56.3,Moderate
Mountain,115.2,82.5,105.9,5.98,1.71,3.01,87.1,Healthy
Laterite,48.5,84.0,74.4,4.24,0.62,3.94,67.7,Moderate
Red,68.4,125.6,129.2,7.08,0.88,0.16,83.7,Healthy
Black,115.2,138.7,193.8,6.18,0.18,3.88,42.1,Poor
Red,100.6,125.3,189.6,6.45,0.39,3.35,53.1,Moderate
Red,23.0,45.9,23.5,5.24,2.77,0.45,68.3,Moderate
Mountain,1.9,17.0,15.1,6.61,2.29,2.53,51.7,Moderate
Mountain,132.8,48.1,33.8,7.35,1.75,2.08,83.1,Healthy
Alluvial,139.4,84.4,154.3,7.85,0.64,0.57,72.1,Moderate
Laterite,102.6,37.6,45.6,3.83,2.59,2.98,66.8,Moderate
Desert,73.2,41.0,143.7,7.32,2.95,3.7,71.2,Moderate
Desert,77.7,111.9,127.7,6.97,1.22,0.46,89.1,Healthy
Black,37.7,14.3,140.4,4.61,0.37,2.46,58.6,Moderate
Laterite,142.0,131.2,65.1,5.56,1.78,3.09,60.9,Moderate
Red,149.9,103.7,143.5,5.9,2.82,3.33,38.0,Poor
Alluvial,30.1,50.9,111.4,7.39,2.35,2.33,82.1,Healthy
Laterite,126.9,138.1,60.4,5.64,2.4,1.69,67.5,Moderate
Black,7.7,0.2,181.2,7.05,1.78,3.01,47.5,Poor
Alluvial,116.4,114.3,153.7,8.98,2.79,2.23,46.9,Poor
Red,13.4,75.1,86.5,4.88,0.93,0.19,67.2,Moderate
Red,61.4,29.0,148.5,8.43,0.81,0.6,84.9,Healthy
Mountain,42.2,77.1,131.5,4.62,2.3,0.17,72.3,Moderate
Mountain,28.3,22.6,47.2,4.88,1.79,3.84,75.1,Healthy
Black,129.8,126.8,48.8,6.1,1.04,3.19,67.8,Moderate
Alluvial,10.7,37.7,141.5,6.58,1.69,2.31,68.5,Moderate
Desert,61.0,46.9,18.6,8.66,0.33,1.25,67.6,Moderate
Desert,20.2,5.7,4.4,7.76,1.34,2.25,46.3,Poor
Red,39.4,85.2,192.4,6.39,0.16,0.13,61.1,Moderate
Black,19.3,145.1,122.9,8.37,2.21,0.24,53.3,Moderate
Mountain,141.5,54.9,124.8,5.55,0.59,1.49,73.4,Moderate
Desert,92.6,149.5,86.3,5.09,1.12,2.07,73.5,Moderate
Alluvial,101.6,53.5,118.6,5.48,1.56,2.87,85.4,Healthy
Red,8.9,101.3,156.9,7.96,2.82,0.43,45.7,Poor
Red,65.7,146.2,85.6,7.24,2.47,3.77,65.0,Moderate
Mountain,110.7,86.0,133.2,7.43,1.56,1.45,91.4,Healthy
Black,63.4,64.0,40.3,8.47,1.81,2.86,83.0,Healthy
Desert,136.8,120.4,144.4,6.03,1.13,1.21,68.6,Moderate
Laterite,126.0,92.4,158.6,8.46,1.69,0.4,68.3,Moderate
Alluvial,91.2,10.0,196.3,3.57,1.21,1.96,55.2,Moderate
Red,73.6,113.4,125.7,6.65,0.73,2.12,82.2,Healthy
Red,20.6,36.5,117.4,5.69,0.71,2.95,76.9,Healthy
Mountain,47.0,57.0,198.9,4.66,1.1,2.54,65.7,Moderate
Black,72.7,82.1,21.1,6.15,2.51,3.53,69.6,Moderate
Black,101.5,140.8,40.0,4.6,2.16,3.28,63.0,Moderate
Laterite,111.9,29.1,27.2,3.81,2.03,1.08,82.1,Healthy
Red,100.2,8.1,159.1,4.34,0.83,1.38,66.4,Moderate
Laterite,97.9,29.3,85.1,5.37,2.11,0.32,98.0,Healthy
Alluvial,147.2,128.6,21.1,7.32,2.01,2.85,46.9,Poor
Laterite,57.7,104.7,146.1,6.82,1.5,2.44,80.5,Healthy
Black,12.8,27.5,114.5,4.12,2.25,1.0,67.5,Moderate
Mountain,85.5,112.7,157.3,6.01,2.52,0.54,73.2,Moderate
Laterite,82.2,129.3,103.2,3.79,2.01,2.95,58.2,Moderate
Laterite,73.6,53.5,52.9,5.59,2.92,2.86,79.3,Healthy
Desert,44.0,62.8,47.9,6.94,0.19,2.16,76.8,Healthy
Alluvial,106.7,57.7,167.2,5.93,0.77,1.52,89.9,Healthy
Black,104.8,29.5,87.9,7.06,0.61,3.37,87.8,Healthy
Black,47.8,11.0,55.6,4.03,0.74,0.82,71.6,Moderate
Laterite,138.0,107.2,147.8,6.94,2.2,3.28,66.9,Moderate
Mountain,149.0,5.1,100.4,8.76,1.1,3.08,40.9,Poor
Mountain,138.0,120.9,42.8,5.77,2.03,1.9,66.3,Moderate
Black,78.7,84.4,2.6,4.86,0.54,0.38,69.2,Moderate
Desert,125.3,5.7,133.4,8.79,2.11,3.32,52.9,Moderate
Desert,140.7,97.7,148.6,8.62,1.49,2.23,55.3,Moderate
Alluvial,29.9,11.7,9.2,6.08,2.38,2.96,47.8,Poor
Mountain,62.5,63.1,113.9,4.92,2.99,2.83,71.0,Moderate
Alluvial,35.7,57.1,205.6,4.62,2.5,2.11,52.8,Moderate
Red,137.7,47.7,42.1,7.68,1.8,3.06,77.6,Healthy
Black,92.5,51.0,70.4,7.1,2.98,0.91,85.4,Healthy
Alluvial,119.1,105.7,115.1,8.42,1.96,0.76,83.4,Healthy
Alluvial,46.5,119.3,127.8,3.97,2.44,2.02,56.6,Moderate
Desert,131.7,87.4,191.5,5.75,1.7,0.75,70.1,Moderate
Black,57.6,106.6,161.1,8.44,0.86,2.85,65.1,Moderate
Black,109.9,42.7,63.5,6.15,0.17,3.02,77.8,Healthy
Alluvial,3.4,39.0,207.5,5.85,2.39,2.09,48.5,Poor
Red,17.6,125.1,176.4,6.02,2.23,1.71,52.1,Moderate
Alluvial,70.2,93.2,154.4,6.8,0.86,3.06,78.3,Healthy
Black,34.3,67.8,83.3,6.93,2.12,3.81,71.3,Moderate
Red,120.0,30.2,163.1,3.63,1.0,0.86,80.7,Healthy
Desert,28.9,49.8,144.1,8.19,1.02,3.84,67.5,Moderate
Red,75.1,110.8,207.6,8.47,2.32,2.39,53.1,Moderate
Laterite,38.8,39.6,208.9,5.51,1.35,0.57,76.4,Healthy
Black,75.6,26.1,161.9,5.41,2.4,2.45,76.2,Healthy
Black,129.2,112.0,198.7,8.35,0.88,1.18,60.0,Moderate
Red,137.6,81.8,122.5,4.5,1.21,2.26,67.9,Moderate
Laterite,40.2,65.8,47.3,5.38,1.24,2.85,78.4,Healthy
