N,P,K,temperature,humidity,ph,rainfall,season,soil_type,label
99.1,22.57,26.11,23.55,74.27,6.91,163.47,Kharif,Red,coffee
33.12,48.6,23.9,25.64,59.53,6.79,28.82,Kharif,Desert,mothbeans
76.19,42.0,42.03,22.72,76.59,6.9,180.11,Kharif,Alluvial,jute
117.44,26.9,12.79,19.43,77.11,7.32,95.97,Kharif,Black,cotton
18.22,27.24,32.01,16.0,97.55,5.83,80.03,Zaid,Black,pomegranate
10.67,57.84,26.28,30.04,55.5,5.51,136.03,Kharif,Black,pigeonpeas
15.78,24.58,31.61,29.58,99.71,5.45,206.89,Kharif,Laterite,coconut
43.93,56.39,59.2,36.2,88.56,6.09,123.83,Zaid,Laterite,papaya
79.57,57.93,44.8,27.2,72.17,6.53,151.88,Rabi,Alluvial,jute
12.54,18.87,34.31,26.89,64.12,5.31,90.53,Zaid,Laterite,mango
74.45,44.04,23.4,24.34,66.24,7.53,77.73,Kharif,Black,maize
84.15,57.55,47.07,23.69,74.02,6.62,174.66,Kharif,Alluvial,jute
137.88,46.96,30.32,23.89,73.72,6.88,75.89,Kharif,Mountain,cotton
107.38,25.77,48.94,27.34,82.46,6.03,69.94,Zaid,Laterite,watermelon
22.23,56.66,14.66,32.51,45.1,5.52,109.68,Kharif,Black,pigeonpeas
98.26,28.38,27.75,24.18,60.96,7.02,143.92,Kharif,Red,coffee
16.6,28.51,44.58,26.22,90.48,6.68,105.19,Zaid,Black,pomegranate
101.52,21.88,42.16,26.88,65.85,6.1,182.14,Kharif,Red,coffee
27.86,49.71,26.96,23.59,89.03,7.22,46.67,Zaid,Alluvial,mungbean
46.93,64.6,51.37,34.0,89.67,6.57,130.26,Zaid,Laterite,papaya
84.51,21.13,59.0,24.4,85.65,5.98,39.55,Zaid,Alluvial,watermelon
21.85,64.68,12.04,32.47,47.59,5.72,123.21,Kharif,Black,pigeonpeas
116.7,5.41,38.4,26.4,84.66,6.04,63.64,Zaid,Alluvial,watermelon
105.43,68.19,17.85,20.21,58.91,5.54,72.04,Kharif,Black,maize
19.1,27.27,23.16,29.63,38.73,5.74,116.11,Zaid,Laterite,mango
34.48,139.9,202.62,25.66,76.12,5.17,81.94,Rabi,Black,grapes
17.23,44.07,15.86,28.13,83.82,6.57,23.64,Zaid,Alluvial,mungbean
88.52,37.05,25.86,17.57,63.49,6.23,71.78,Kharif,Mountain,maize
37.58,58.99,22.8,27.78,68.79,7.44,90.06,Kharif,Alluvial,blackgram
10.37,123.45,209.63,23.52,92.15,5.97,74.28,Rabi,Mountain,apple
135.55,49.41,21.02,25.2,78.39,7.2,110.48,Kharif,Black,cotton
16.24,22.0,45.26,21.35,96.58,6.5,128.38,Kharif,Black,pomegranate
63.38,50.53,19.49,22.25,57.46,6.19,95.54,Zaid,Red,maize
14.42,18.11,2.39,21.74,92.27,7.02,84.03,Rabi,Black,orange
19.41,53.92,14.03,19.64,54.6,6.65,37.78,Zaid,Alluvial,lentil
26.0,18.04,31.02,28.82,95.02,6.05,175.86,Kharif,Laterite,coconut
48.59,78.99,77.16,22.16,18.18,8.93,73.94,Rabi,Black,chickpea
36.06,66.2,73.14,19.45,14.58,8.07,91.22,Rabi,Black,chickpea
41.87,67.4,25.34,30.3,60.4,7.55,61.68,Kharif,Alluvial,blackgram
17.73,82.23,20.37,21.37,46.63,5.27,167.68,Kharif,Black,pigeonpeas
93.71,45.05,20.14,22.62,52.05,7.07,65.83,Rabi,Black,maize
14.34,135.31,208.69,25.02,83.02,5.89,81.08,Rabi,Black,grapes
39.38,74.61,86.96,22.6,11.94,7.49,89.55,Rabi,Black,chickpea
97.83,22.95,62.22,25.4,94.24,6.24,10.0,Zaid,Alluvial,muskmelon
21.37,65.51,20.88,18.05,67.51,7.08,55.0,Rabi,Alluvial,lentil
43.6,69.38,61.15,18.95,15.5,7.03,95.71,Rabi,Mountain,chickpea
99.64,21.09,50.31,26.91,90.81,6.48,28.34,Zaid,Alluvial,muskmelon
37.58,66.84,51.71,31.84,93.23,6.4,160.46,Zaid,Desert,papaya
21.9,24.77,12.71,22.78,91.11,6.96,110.22,Rabi,Black,orange
42.69,63.91,16.38,32.74,59.23,7.79,83.54,Kharif,Alluvial,blackgram
40.56,58.72,58.93,34.51,91.65,7.38,130.14,Zaid,Laterite,papaya
88.59,16.12,36.39,23.78,70.8,7.03,140.35,Kharif,Red,coffee
19.98,35.74,30.15,29.92,38.77,5.65,108.45,Zaid,Laterite,mango
25.25,13.37,5.5,23.25,89.98,7.2,93.34,Rabi,Black,orange
108.92,12.57,38.15,28.48,90.12,6.82,27.51,Zaid,Alluvial,muskmelon
15.1,50.81,27.61,19.3,10.0,5.31,118.21,Rabi,Laterite,kidneybeans
16.63,150.0,202.55,21.26,82.9,6.04,97.55,Rabi,Black,grapes
61.21,33.18,52.15,29.15,93.11,6.6,116.56,Zaid,Laterite,papaya
20.25,63.33,5.42,20.91,74.23,6.29,44.88,Rabi,Alluvial,lentil
26.28,145.98,207.79,21.15,92.49,5.16,147.18,Rabi,Mountain,apple
26.24,49.49,19.93,25.88,88.29,6.07,60.13,Zaid,Alluvial,mungbean
91.51,45.22,35.72,23.4,81.41,6.31,199.28,Kharif,Alluvial,rice
8.81,35.08,14.09,27.25,95.39,6.84,58.41,Zaid,Alluvial,mungbean
11.47,11.69,10.36,19.44,92.11,7.4,92.34,Rabi,Black,orange
20.42,131.7,177.96,20.69,71.61,6.43,63.11,Rabi,Black,grapes
59.64,29.65,29.79,24.93,82.38,5.51,208.07,Kharif,Alluvial,jute
22.64,125.95,186.34,24.98,91.14,5.15,128.95,Rabi,Mountain,apple
23.16,9.72,33.74,29.52,99.13,5.86,170.01,Kharif,Laterite,coconut
22.87,15.48,31.12,31.72,57.08,6.59,67.71,Rabi,Laterite,mango
95.97,30.53,30.63,26.02,59.33,6.79,163.99,Kharif,Red,coffee
25.84,21.82,3.63,22.41,89.29,6.9,103.1,Rabi,Black,orange
124.26,39.42,13.48,25.96,77.63,7.2,78.88,Kharif,Black,cotton
19.57,59.99,35.59,29.01,88.23,6.46,51.94,Zaid,Alluvial,mungbean
21.66,24.59,20.03,30.59,78.28,7.0,65.85,Zaid,Alluvial,mungbean
17.21,145.78,179.49,22.26,75.37,4.93,62.83,Rabi,Mountain,grapes
24.53,82.17,22.15,10.37,30.94,6.0,153.91,Rabi,Mountain,kidneybeans
22.14,53.34,11.27,26.14,89.99,6.48,34.3,Zaid,Alluvial,mungbean
129.35,22.34,42.13,28.53,88.34,6.5,18.56,Zaid,Alluvial,muskmelon
83.77,24.82,48.35,32.42,95.97,6.52,42.14,Zaid,Alluvial,muskmelon
44.48,73.44,19.92,28.42,64.01,6.67,38.22,Kharif,Alluvial,blackgram
18.96,130.7,187.51,24.27,82.2,6.44,53.8,Rabi,Black,grapes
42.84,62.84,49.81,39.3,91.2,5.38,91.14,Zaid,Laterite,papaya
26.64,9.53,36.74,20.07,90.6,5.41,137.05,Zaid,Black,pomegranate
96.74,19.52,51.04,24.0,83.27,6.06,54.55,Zaid,Alluvial,watermelon
99.64,14.09,44.2,32.54,94.09,6.1,25.95,Zaid,Alluvial,muskmelon
115.51,10.65,52.31,29.52,89.5,7.0,23.04,Zaid,Alluvial,muskmelon
119.93,17.12,44.17,33.8,95.8,6.11,33.54,Zaid,Alluvial,muskmelon
75.48,47.16,40.2,24.46,70.88,5.84,193.97,Kharif,Mountain,jute
18.13,139.06,192.34,23.41,90.38,5.49,135.62,Rabi,Mountain,apple
26.32,13.2,6.97,25.61,90.35,7.11,113.11,Rabi,Black,orange
112.71,17.68,50.33,22.91,90.63,6.55,47.29,Zaid,Mountain,watermelon
100.99,24.44,24.63,25.03,63.2,6.6,100.32,Kharif,Red,coffee
90.44,34.96,23.25,25.81,55.92,6.91,158.54,Kharif,Red,coffee
17.84,14.2,10.06,19.18,92.12,7.31,148.2,Rabi,Black,orange
96.28,85.09,52.21,24.67,90.3,6.5,124.81,Kharif,Alluvial,banana
27.0,78.37,21.4,29.93,55.98,6.64,75.81,Kharif,Laterite,blackgram
23.28,136.81,210.0,18.54,97.24,5.51,144.55,Rabi,Mountain,apple
23.82,19.93,34.52,28.76,94.12,5.54,163.44,Kharif,Laterite,coconut
56.71,62.84,60.97,31.86,94.48,6.97,157.89,Zaid,Laterite,papaya
13.36,26.7,32.12,31.8,50.65,5.58,73.72,Zaid,Laterite,mango
84.44,85.55,51.86,27.14,79.15,5.34,84.96,Zaid,Alluvial,banana
18.57,50.65,28.16,28.08,53.18,7.17,50.76,Kharif,Desert,mothbeans
12.59,13.37,1.04,23.4,93.08,6.81,96.44,Rabi,Black,orange
40.5,72.58,42.86,34.13,88.51,7.07,125.7,Zaid,Laterite,papaya
128.98,50.18,27.89,25.13,78.9,6.9,79.52,Kharif,Black,cotton
48.72,26.39,37.0,26.36,85.72,5.4,255.47,Zaid,Alluvial,rice
84.73,71.06,42.14,29.55,89.18,5.8,108.39,Zaid,Alluvial,banana
27.85,38.74,14.24,28.43,55.25,7.73,64.56,Kharif,Desert,mothbeans
21.95,78.73,13.88,21.9,70.63,7.64,39.99,Rabi,Alluvial,lentil
109.46,15.12,42.1,15.94,89.16,6.25,24.53,Rabi,Alluvial,muskmelon
23.24,22.2,16.1,26.3,97.0,6.25,189.91,Kharif,Red,coconut
112.1,79.26,42.66,25.04,76.67,6.43,108.2,Zaid,Alluvial,banana
48.61,67.26,102.81,18.82,12.46,6.54,38.94,Kharif,Black,chickpea
21.31,56.39,15.7,14.15,25.89,4.86,133.84,Rabi,Mountain,kidneybeans
23.34,63.1,24.33,17.53,78.16,6.69,73.38,Rabi,Alluvial,lentil
33.47,60.33,20.62,21.85,24.17,5.9,145.76,Rabi,Mountain,kidneybeans
109.71,23.87,28.48,32.56,59.08,6.56,131.37,Kharif,Red,coffee
128.0,77.29,60.47,27.12,76.0,5.88,104.66,Zaid,Alluvial,banana
96.75,21.11,42.66,31.11,83.47,6.56,33.78,Zaid,Alluvial,muskmelon
8.71,19.67,32.5,24.5,86.19,6.9,109.77,Zaid,Black,pomegranate
25.31,138.36,210.0,24.02,89.22,5.98,141.18,Rabi,Mountain,apple
22.18,17.16,17.86,30.56,95.67,5.66,185.16,Kharif,Laterite,coconut
27.35,68.35,13.58,18.05,67.95,6.28,45.22,Rabi,Alluvial,lentil
35.15,65.58,54.41,31.87,92.37,7.48,123.98,Zaid,Laterite,papaya
25.98,57.23,18.55,28.86,57.59,6.74,35.52,Kharif,Desert,mothbeans
45.01,54.91,15.49,33.3,59.5,7.73,60.16,Kharif,Alluvial,blackgram
27.51,11.93,35.42,28.07,97.9,6.36,151.18,Kharif,Alluvial,coconut
47.6,87.53,78.75,18.49,16.35,7.88,56.45,Rabi,Laterite,chickpea
85.45,61.85,41.69,24.44,80.37,7.31,152.64,Kharif,Alluvial,jute
50.77,83.86,48.86,32.32,95.59,6.71,115.57,Zaid,Desert,papaya
22.31,57.21,19.47,19.01,20.09,5.5,73.73,Rabi,Mountain,kidneybeans
26.98,59.7,13.86,25.79,48.19,5.67,148.17,Kharif,Black,pigeonpeas
24.5,13.58,15.06,24.3,88.8,6.71,103.11,Kharif,Black,orange
22.06,40.51,28.11,20.74,12.33,4.87,56.27,Kharif,Mountain,kidneybeans
22.75,150.0,177.63,22.36,90.66,5.99,147.03,Kharif,Mountain,apple
10.47,23.5,20.84,33.58,34.88,5.58,71.82,Zaid,Laterite,mango
97.0,10.64,53.58,33.94,91.13,5.98,40.33,Kharif,Alluvial,muskmelon
67.15,46.81,57.53,26.54,73.73,6.78,128.51,Kharif,Alluvial,jute
28.73,42.05,34.38,32.79,51.05,6.18,46.14,Zaid,Laterite,mango
124.46,19.41,43.19,25.08,87.0,6.72,34.91,Zaid,Alluvial,watermelon
71.08,50.88,36.82,24.04,84.72,6.72,141.68,Kharif,Alluvial,rice
72.16,40.31,37.34,27.85,81.86,6.25,159.99,Kharif,Alluvial,jute
14.79,32.38,45.48,28.35,44.07,4.97,97.92,Zaid,Laterite,mango
27.21,71.46,31.15,30.93,61.75,4.55,152.9,Kharif,Black,pigeonpeas
21.13,55.47,9.88,12.62,14.22,5.42,153.83,Rabi,Mountain,kidneybeans
41.26,75.2,17.83,29.89,78.34,6.25,77.45,Kharif,Alluvial,blackgram
35.56,66.78,18.65,30.76,72.7,7.48,89.33,Kharif,Alluvial,blackgram
79.06,86.36,46.41,26.16,75.29,6.67,145.02,Kharif,Alluvial,banana
18.83,53.79,18.27,23.38,77.31,6.98,33.27,Kharif,Alluvial,lentil
15.53,68.49,15.92,19.27,31.4,5.0,119.56,Rabi,Mountain,kidneybeans
89.82,74.63,65.25,25.67,88.01,6.36,101.91,Zaid,Alluvial,banana
28.61,120.18,184.13,24.26,82.53,5.21,62.89,Rabi,Black,grapes
21.17,78.78,18.72,24.92,35.35,5.77,133.44,Kharif,Black,pigeonpeas
6.88,85.4,19.51,13.69,56.3,6.25,25.08,Rabi,Alluvial,lentil
31.15,19.38,37.79,17.52,82.74,6.14,127.95,Kharif,Black,pomegranate
124.19,47.37,18.68,25.28,81.97,7.18,94.64,Kharif,Black,cotton
41.91,60.79,82.89,18.77,20.38,7.11,57.3,Rabi,Black,chickpea
58.08,43.49,16.51,24.13,59.34,5.91,106.99,Kharif,Black,maize
16.75,130.02,204.41,22.35,95.37,6.21,134.13,Rabi,Mountain,apple
39.49,60.4,24.9,29.38,61.19,6.58,53.92,Kharif,Alluvial,blackgram
36.93,137.14,202.89,20.34,100.0,5.53,102.53,Rabi,Mountain,apple
22.25,26.2,30.85,26.47,49.31,6.29,136.72,Zaid,Black,mango
88.71,72.1,28.98,30.11,77.14,6.34,110.87,Zaid,Alluvial,banana
14.12,115.84,205.62,28.36,91.18,6.63,98.25,Rabi,Mountain,apple
118.51,50.15,22.03,23.12,70.32,6.68,48.9,Kharif,Mountain,cotton
98.45,32.09,55.55,22.06,75.81,5.79,308.05,Kharif,Laterite,rice
30.27,72.18,23.27,32.47,73.42,7.15,71.21,Kharif,Alluvial,blackgram
94.3,13.02,43.83,29.55,86.77,6.47,29.11,Zaid,Alluvial,muskmelon
109.11,28.3,32.17,30.69,73.08,6.0,28.97,Zaid,Alluvial,watermelon
90.48,19.35,16.25,26.87,51.52,6.94,127.44,Kharif,Red,coffee
100.94,8.81,51.51,19.7,86.49,6.9,39.33,Zaid,Alluvial,watermelon
70.96,44.69,39.82,23.66,83.56,7.49,179.65,Kharif,Desert,jute
40.16,75.07,87.1,17.94,13.13,7.35,105.98,Rabi,Black,chickpea
56.27,51.29,38.37,26.35,78.45,6.71,181.29,Kharif,Alluvial,jute
27.55,44.09,16.11,30.5,81.06,6.4,59.64,Zaid,Alluvial,mungbean
13.91,150.0,193.85,25.05,73.84,6.09,63.77,Rabi,Red,grapes
109.07,48.45,44.61,27.8,85.39,6.9,171.47,Kharif,Alluvial,jute
20.37,53.13,19.85,27.35,85.29,6.46,54.85,Zaid,Black,mungbean
17.7,133.21,166.13,21.71,97.16,6.07,98.84,Rabi,Mountain,apple
21.17,150.0,210.0,21.17,83.28,6.03,43.46,Rabi,Black,grapes
19.61,22.23,32.15,24.25,95.22,6.01,161.28,Kharif,Laterite,coconut
17.68,61.09,7.57,25.14,56.51,5.68,42.34,Kharif,Desert,mothbeans
97.47,43.74,20.72,28.42,58.64,6.02,108.61,Kharif,Red,maize
18.05,18.76,45.81,26.85,97.34,6.57,200.68,Kharif,Laterite,coconut
15.57,25.13,41.69,19.98,93.84,6.72,96.31,Zaid,Black,pomegranate
86.34,34.47,38.5,22.59,73.69,6.75,150.85,Kharif,Alluvial,jute
97.24,86.04,72.8,24.8,75.3,5.62,129.43,Zaid,Alluvial,banana
29.35,70.26,25.38,27.08,47.47,6.55,179.18,Kharif,Black,pigeonpeas
44.81,77.43,16.3,28.27,74.0,6.25,75.71,Zaid,Alluvial,blackgram
101.8,51.26,31.43,21.79,84.41,6.09,258.56,Kharif,Alluvial,rice
22.34,71.24,24.7,25.34,55.55,5.57,162.34,Kharif,Black,pigeonpeas
15.7,40.91,33.29,32.61,51.36,5.39,101.65,Kharif,Laterite,mango
13.91,22.87,35.44,20.47,89.62,6.94,101.51,Zaid,Black,pomegranate
25.6,150.0,210.0,14.94,87.89,6.32,100.1,Rabi,Black,grapes
34.04,118.99,210.0,25.89,97.28,5.91,92.26,Rabi,Mountain,apple
52.94,66.99,22.43,28.55,57.21,7.48,69.09,Kharif,Black,blackgram
18.15,21.53,9.35,25.07,96.61,7.34,120.69,Kharif,Black,orange
86.47,51.56,6.52,19.27,73.38,6.58,103.04,Kharif,Black,maize
90.57,32.67,29.89,28.39,38.43,6.88,153.58,Kharif,Red,coffee
109.82,13.7,44.77,26.63,95.32,5.72,28.09,Zaid,Alluvial,muskmelon
29.34,63.96,15.77,16.69,25.25,5.52,113.22,Rabi,Laterite,kidneybeans
26.22,136.57,178.93,21.62,74.53,5.85,70.73,Rabi,Black,grapes
18.72,61.58,22.55,26.16,41.93,5.31,193.75,Kharif,Red,pigeonpeas
105.79,29.2,35.41,18.53,60.13,6.48,211.19,Kharif,Red,coffee
11.66,11.15,6.7,20.17,93.58,7.13,106.49,Rabi,Black,orange
79.87,92.45,47.3,32.12,73.45,5.92,110.5,Zaid,Alluvial,banana
15.06,35.12,36.25,33.52,56.6,5.24,82.93,Zaid,Laterite,mango
25.09,124.5,193.2,25.96,79.8,4.96,101.1,Rabi,Black,grapes
17.07,81.37,12.24,22.1,63.11,7.07,60.18,Rabi,Alluvial,lentil
